run_id,series,alpha,Q_W_SIGN_GAUGE_mean,Q_W_SIGN_GAUGE_std,Q_W_SIGN_GAUGE_sem
_latest,BiGAMP (F = 1),1.5,0.06306194011,0.008649805341,0.001934155273
_latest,BiGAMP (F = 1),1.6,0.06561538279,0.008151855594,0.001822810325
_latest,BiGAMP (F = 1),1.7,0.07004296556,0.007063141169,0.001579366379
_latest,BiGAMP (F = 1),1.8,0.07010758277,0.007235019693,0.001617799585
_latest,BiGAMP (F = 1),1.9,0.07471032441,0.007072847346,0.001581536746
_latest,BiGAMP (F = 1),2,0.07646784261,0.01054023552,0.002356868312
_latest,BiGAMP (F = 1),2.1,0.1163736314,0.01292644545,0.002890441073
_latest,BiGAMP (F = 1),2.2,0.1120953299,0.01178294658,0.002634746953
_latest,BiGAMP (F = 1),2.3,0.1161943536,0.01100830723,0.002461532328
_latest,BiGAMP (F = 1),2.4,0.1204763006,0.01216424119,0.00272000702
_latest,BiGAMP (F = 1),2.5,0.1140524086,0.01040319388,0.002326224871
_latest,BiGAMP (F = 1),2.6,0.1145459019,0.0151791613,0.003394163651
_latest,BiGAMP (F = 1),2.7,0.1120773233,0.01483123692,0.003316365393
_latest,BiGAMP (F = 1),2.8,0.1135555897,0.01193557029,0.002668874652
_latest,BiGAMP (F = 1),2.9,0.1160116948,0.01913412051,0.004278519415
_latest,BiGAMP (F = 1),3,0.1172560617,0.00886242489,0.00198169845
_latest,BiGAMP (F = 1),3.1,0.1130687132,0.01184495931,0.00264861342
_latest,BiGAMP (F = 1),3.2,0.1154810008,0.01391977408,0.003112556108
_latest,BiGAMP (F = 1),3.3,0.11573685,0.01094502741,0.00244738253
_latest,BiGAMP (F = 1),3.4,0.1176207524,0.01640203284,0.003667606039
_latest,BiGAMP (F = 1),3.5,0.1181190133,0.01180891534,0.002640553744
_latest,BiGAMP (F = 1),3.6,0.1169363327,0.01349462059,0.003017488896
_latest,BiGAMP (F = 1),3.7,0.1146898061,0.01721244535,0.003848819785
_latest,BiGAMP (F = 1),3.8,0.1161267843,0.01362340631,0.003046286259
_latest,BiGAMP (F = 1),3.9,0.1199354239,0.01310523288,0.002930419157
_latest,BiGAMP (F = 1),4,0.1142656293,0.009647908017,0.002157337817
_latest,"BiGAMP (F = Ising, no Onsager)",0,0.005552332383,0.0006260031369,0.0001399785568
_latest,"BiGAMP (F = Ising, no Onsager)",0.1,0.04341025278,0.00524631422,0.001173111523
_latest,"BiGAMP (F = Ising, no Onsager)",0.2,0.06110171229,0.006769181229,0.001513634938
_latest,"BiGAMP (F = Ising, no Onsager)",0.3,0.07304404676,0.007404099684,0.001655607021
_latest,"BiGAMP (F = Ising, no Onsager)",0.4,0.07930601388,0.01127530728,0.002521235353
_latest,"BiGAMP (F = Ising, no Onsager)",0.5,0.08593984693,0.0110959895,0.002481138679
_latest,"BiGAMP (F = Ising, no Onsager)",0.6,0.0891821906,0.01087456383,0.002431626395
_latest,"BiGAMP (F = Ising, no Onsager)",0.7,0.09448684752,0.01072087977,0.002397261595
_latest,"BiGAMP (F = Ising, no Onsager)",0.8,0.09398877621,0.009649784304,0.002157757367
_latest,"BiGAMP (F = Ising, no Onsager)",0.9,0.09462674707,0.009162269533,0.00204874575
_latest,"BiGAMP (F = Ising, no Onsager)",1,0.09591648728,0.0102669606,0.002295762182
_latest,"BiGAMP (F = Ising, no Onsager)",1.1,0.1012128964,0.01137308963,0.002543100152
_latest,"BiGAMP (F = Ising, no Onsager)",1.2,0.09704819322,0.01031261683,0.002305971225
_latest,"BiGAMP (F = Ising, no Onsager)",1.3,0.1030484661,0.01209727023,0.002705031857
_latest,"BiGAMP (F = Ising, no Onsager)",1.4,0.1090481505,0.01357205957,0.00303480478
_latest,"BiGAMP (F = Ising, no Onsager)",1.5,0.1126801744,0.01142039057,0.002553676964
_latest,"BiGAMP (F = Ising, no Onsager)",1.6,0.1168974191,0.01275046915,0.002851091576
_latest,"BiGAMP (F = Ising, no Onsager)",1.7,0.1222081557,0.01225410588,0.002740101375
_latest,"BiGAMP (F = Ising, no Onsager)",1.8,0.1220228821,0.01277536619,0.002856658725
_latest,"BiGAMP (F = Ising, no Onsager)",1.9,0.1283416301,0.01492191572,0.00333664179
_latest,"BiGAMP (F = Ising, no Onsager)",2,0.1415145844,0.01822851785,0.004076020503
_latest,"BiGAMP (F = Ising, no Onsager)",2.1,0.1428949088,0.01253252197,0.002802357106
_latest,"BiGAMP (F = Ising, no Onsager)",2.2,0.1538442671,0.01396346092,0.003122324782
_latest,"BiGAMP (F = Ising, no Onsager)",2.3,0.1645608693,0.0147834206,0.00330567334
_latest,"BiGAMP (F = Ising, no Onsager)",2.4,0.1673023999,0.02006261237,0.004486136506
_latest,"BiGAMP (F = Ising, no Onsager)",2.5,0.1783902347,0.01663911715,0.003720619704
_latest,"BiGAMP (F = Ising, no Onsager)",2.6,0.1868976355,0.02400247566,0.005367116721
_latest,"BiGAMP (F = Ising, no Onsager)",2.7,0.2039415389,0.02413145266,0.005395956855
_latest,"BiGAMP (F = Ising, no Onsager)",2.8,0.2153238058,0.02151508071,0.0048109183
_latest,"BiGAMP (F = Ising, no Onsager)",2.9,0.2386530191,0.02865530737,0.006407521519
_latest,"BiGAMP (F = Ising, no Onsager)",3,0.2532693446,0.02348833717,0.00525215186
_latest,"BiGAMP (F = Ising, no Onsager)",3.1,0.28731668,0.0284088701,0.006352416471
_latest,"BiGAMP (F = Ising, no Onsager)",3.2,0.3347098529,0.05319466814,0.0118946894
_latest,"BiGAMP (F = Ising, no Onsager)",3.3,0.4174979329,0.1531065404,0.03423566322
_latest,"BiGAMP (F = Ising, no Onsager)",3.4,0.6767775416,0.2506466806,0.05604630161
_latest,"BiGAMP (F = Ising, no Onsager)",3.5,0.9226924181,0.1578721255,0.03530128044
_latest,"BiGAMP (F = Ising, no Onsager)",3.6,0.996627748,0.006616815459,0.001479564916
_latest,"BiGAMP (F = Ising, no Onsager)",3.7,0.9959308505,0.007177680265,0.001604978099
_latest,"BiGAMP (F = Ising, no Onsager)",3.8,0.9971211553,0.008946774527,0.002000559602
_latest,"BiGAMP (F = Ising, no Onsager)",3.9,0.9943678975,0.007217362057,0.001613851218
_latest,"BiGAMP (F = Ising, no Onsager)",4,0.9940830469,0.005621739198,0.0012570591
_latest,"BiGAMP (F = Ising, Onsager)",0,1.401298464e-45,0,0
_latest,"BiGAMP (F = Ising, Onsager)",0.1,1.272015599e-19,3.218620251e-19,7.197053675e-20
_latest,"BiGAMP (F = Ising, Onsager)",0.2,0.001286152401,0.0008959004772,0.0002003294368
_latest,"BiGAMP (F = Ising, Onsager)",0.3,0.0134562552,0.001746237394,0.0003904705519
_latest,"BiGAMP (F = Ising, Onsager)",0.4,0.02509490028,0.002406606916,0.000538133666
_latest,"BiGAMP (F = Ising, Onsager)",0.5,0.03807918355,0.00281166099,0.0006287065104
_latest,"BiGAMP (F = Ising, Onsager)",0.6,0.05293025449,0.004732282832,0.00105817061
_latest,"BiGAMP (F = Ising, Onsager)",0.7,0.06974513084,0.006609905045,0.001478019701
_latest,"BiGAMP (F = Ising, Onsager)",0.8,0.09063202888,0.006885107141,0.00153955676
_latest,"BiGAMP (F = Ising, Onsager)",0.9,0.1161589399,0.007622127887,0.001704359609
_latest,"BiGAMP (F = Ising, Onsager)",1,0.1526566148,0.01127678435,0.002521565638
_latest,"BiGAMP (F = Ising, Onsager)",1.1,0.1832497567,0.01473259646,0.003294308718
_latest,"BiGAMP (F = Ising, Onsager)",1.2,0.2340823412,0.01612193137,0.003604973448
_latest,"BiGAMP (F = Ising, Onsager)",1.3,0.2942868173,0.01941391453,0.00434108326
_latest,"BiGAMP (F = Ising, Onsager)",1.4,0.3732316196,0.0207426101,0.004638188621
_latest,"BiGAMP (F = Ising, Onsager)",1.5,0.4665561616,0.02226521447,0.00497865331
_latest,"BiGAMP (F = Ising, Onsager)",1.6,0.5810118318,0.01635493711,0.003657075114
_latest,"BiGAMP (F = Ising, Onsager)",1.7,0.6908748746,0.007624184247,0.001704819425
_latest,"BiGAMP (F = Ising, Onsager)",1.8,0.7800856233,0.06329651177,0.01415353031
_latest,"BiGAMP (F = Ising, Onsager)",1.9,0.834476769,0.1141349077,0.02552134123
_latest,"BiGAMP (F = Ising, Onsager)",2,0.8991322517,0.2590199411,0.05791861958
_latest,"BiGAMP (F = Ising, Onsager)",2.1,0.9943478703,7.233335054e-05,1.617422889e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.2,0.9943074584,8.032478218e-05,1.796116732e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.3,0.9942825437,0.0001095323969,2.449218852e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.4,0.9942926764,0.0001796319266,4.016691988e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.5,0.9942946434,0.0001720059809,3.846170657e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.6,0.9942770004,0.0001980330708,4.42815408e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.7,0.9942842722,0.0001764752378,3.946106281e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.8,0.9942519069,0.0001525159751,3.410360879e-05
_latest,"BiGAMP (F = Ising, Onsager)",2.9,0.9942421913,0.000174734043,3.90717198e-05
_latest,"BiGAMP (F = Ising, Onsager)",3,0.9942823648,0.000199319853,4.456927405e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.1,0.9942703247,0.000172089407,3.848036122e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.2,0.9942860007,0.0001584681595,3.543455769e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.3,0.9942658544,0.0002917581005,6.523909457e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.4,0.9941887259,0.0002032178745,4.544089817e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.5,0.994241178,0.0001964790717,4.393405606e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.6,0.9943089485,0.000243876013,5.453233431e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.7,0.9942555428,0.0002357202175,5.270864299e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.8,0.994269371,0.0002683392959,6.000249066e-05
_latest,"BiGAMP (F = Ising, Onsager)",3.9,0.9942714572,0.0002720754419,6.083791831e-05
_latest,"BiGAMP (F = Ising, Onsager)",4,0.9942712784,0.0002373996394,5.308417316e-05
